ClientID,Age,AnnualIncome,PurchaseAmount,PurchaseFrequency,CustomerSatisfaction,Region,Ville,Latitude,Longitude,Population,Altitude,DiscountApplied,OrderMethod,PaymentMethod,TimeOfDay,ShippingCost,NormalizedFrequency
Client_12892,47,31004.20319168981,733.2356052112807,1.4618685713100217,2.9874122757038677,Hérault,Campagne,43.787,4.03,305,52,False,Mobile App,PayPal,Evening,9.261166385300001,23.587886066999936
Client_34932,24,38985.471086124315,150.1660806784754,4.428118417380728,0.832928097475085,Guyane,Saül,3.623,-53.21,317,149,False,In-store,Bank Transfer,Afternoon,3.6093318330543775,71.91805929424616
Client_12302,69,33132.09802337913,696.029927193303,2.7150916748431504,-1.746879511144324,Gers,Verlus,43.601,-0.196,120,133,False,Online,Credit Card,Afternoon,16.29811317080556,44.007099831604535
Client_27470,72,36463.09860103456,140.80463601256906,0.7484188583890873,1.291782099568099,Haute-Saône,Fahy-lès-Autrey,47.512,5.481,98,250,False,Mobile App,PayPal,Morning,21.771120845701148,11.963393861775248
Client_27527,40,47525.97570386871,144.00159613977547,1.6663250604881739,3.026467066760342,Haute-Saône,Hurecourt,47.902,6.066,46,305,True,Mobile App,Credit Card,Evening,7.308394986941108,26.919169017593013
Client_10774,55,19882.775570685808,199.7075357984138,2.699926001580684,0.29805675210150495,Haute-Corse,Monte,42.469,9.389,630,506,True,Online,Credit Card,Afternoon,11.166650077997975,43.76000007469979
Client_34963,28,28412.333082529032,1094.1954975432095,8.019929388845037,4.0692922172292665,La Réunion,Cilaos,-21.135,55.471,5390,1357,True,Mobile App,PayPal,Evening,10.166145278142775,130.4407244299381
Client_5105,77,5117.876289698386,586.5349487680112,2.458288185772599,0.6404102158493785,Cantal,Saignes,45.336,2.479,823,532,True,Online,Bank Transfer,Morning,12.821487397541965,39.8229084262238
Client_34933,31,29696.161450921514,201.50481852288726,4.032158615872083,-0.062034323340381725,Guyane,Maripasoula,3.641,-54.028,9177,189,False,Online,PayPal,Afternoon,7.080179937866523,65.46654415188931
Client_34979,73,33242.91154226037,276.869362700837,12.356166141275335,-1.573011157938257,Mayotte,Sada,-12.847,45.106,11156,130,True,Online,Credit Card,Afternoon,10.077918731023024,201.09258596375992
Client_34943,33,52820.40040997733,651.0663104506466,8.702907487552222,4.451179131112782,La Réunion,L'Étang-Salé,-21.266,55.367,13836,339,True,Mobile App,Bank Transfer,Afternoon,6.440410657524447,141.56873168956213
Client_1847,60,26925.509287035165,1540.7353310243911,3.021921648895306,-4.2254860880097835,Hautes-Alpes,Le Sauze-du-Lac,44.478,6.315,153,908,False,Mobile App,Credit Card,Afternoon,9.511515338117395,49.00639070957822
Client_7706,22,57801.30603385375,385.2988734475706,2.2004952667806688,3.9546275946603546,Creuse,Dontreix,45.986,2.559,412,650,True,Mobile App,Credit Card,Afternoon,12.478582859461522,35.62259588406161
Client_34858,22,27197.90288030835,22.189849657691525,3.0885582633649165,4.07951054103212,Guadeloupe,Capesterre-Belle-Eau,16.042,-61.565,17731,367,True,Mobile App,Credit Card,Afternoon,6.221036713143866,50.09212498272439
Client_15350,48,4286.123341299019,503.0919836891403,2.8764857929878667,2.7056292095787065,Landes,Uchacq-et-Parentis,43.929,-0.562,606,56,False,Online,Bank Transfer,Evening,11.194342976665336,46.63675211734353
Client_17303,48,27401.70311425081,146.49083337293706,2.346371333559141,2.1509592729518983,Lot-et-Garonne,Sainte-Livrade-sur-Lot,44.398,0.588,6496,63,True,In-store,Bank Transfer,Morning,8.149232373442485,37.99940698999461
Client_34961,28,23655.026799529638,2058.773568255393,11.080130897324553,5.37525498161733,La Réunion,Le Tampon,-21.278,55.515,81943,1282,True,In-store,PayPal,Afternoon,8.889213593675187,180.3016858088366
Client_34958,37,22981.264852091717,1801.8623298558382,5.079646597108237,-0.33184089289601415,La Réunion,Sainte-Rose,-21.128,55.793,6343,1033,False,Mobile App,Credit Card,Morning,14.048034410579866,82.53364173763833
Client_17890,20,35037.6106093582,442.6657100846782,3.2472700529501823,3.9224519962466813,Manche,Montsenelle,49.3,-1.485,1426,61,True,In-store,Credit Card,Evening,14.185538581388995,52.67807312664865
Client_28130,49,31152.903633680024,416.48042691077416,2.372755027537568,3.028232897571675,Saône-et-Loire,Péronne,46.439,4.809,668,281,False,Mobile App,Credit Card,Morning,8.150192023673805,38.42928598418694
Client_34965,62,52519.69293200241,18.8991613137799,7.240475899357034,-2.6667775047726074,Mayotte,Bandraboua,-12.704,45.122,13989,95,True,Mobile App,Bank Transfer,Morning,4.870852719938892,117.74080900661713
Client_5722,35,50311.724279923816,779.2789356594457,2.0139869582599936,3.1836803636336644,Charente-Maritime,La Genétouze,45.22,-0.028,225,86,True,Online,Credit Card,Afternoon,2.4807233445559085,32.583749081906554
Client_10003,77,24180.007284401618,789.0057907843808,1.3455160264364496,-5.956869337824242,Eure-et-Loir,Cormainville,48.136,1.611,231,133,False,Online,Bank Transfer,Afternoon,3.9166397941010356,21.692112298441725
Client_34856,44,45757.68305296069,414.034413024269,3.747638198290521,1.854022815010123,Guadeloupe,Basse-Terre,15.997,-61.732,9779,57,True,In-store,Bank Transfer,Morning,13.626340262161424,60.830750883624766
Client_10986,46,27080.325681015158,48.56011546018436,1.7833100193432587,3.568175011028441,Gard,Cavillargues,44.114,4.522,846,171,True,Mobile App,PayPal,Morning,14.558235454168148,28.825246934103674
Client_3743,53,35060.85347515725,392.82768563694424,1.7617479422168578,2.5535946840215797,Aude,Jonquières,43.039,2.729,51,269,True,In-store,PayPal,Morning,15.8817275167312,28.473928273594133
Client_34972,71,23579.399236149147,179.63874316933058,8.55186324766464,-1.4863021836546757,Mayotte,Kani-Kéli,-12.957,45.104,5507,114,True,Mobile App,PayPal,Evening,9.655475505307036,139.10771368448252
Client_14902,76,35849.18642567914,642.0922559926249,0.7055643237830912,-2.6564562882726506,Jura,Plaisia,46.532,5.634,102,527,False,Mobile App,PayPal,Morning,10.02921354341648,11.265149550418801
Client_34864,45,33784.455069982505,659.4772548681586,4.905227301199829,0.6548277839244911,Guadeloupe,Le Gosier,16.206,-61.492,27184,46,False,Online,PayPal,Afternoon,3.930263893757915,79.69176555630645
Client_4958,63,9062.181172040968,1655.7214307059626,2.0104098170505416,0.8374707862390798,Cantal,Anterrieux,44.836,3.044,122,1003,True,Mobile App,Bank Transfer,Afternoon,7.464459564146583,32.5254654364678
Client_10576,77,21846.803874231697,912.4072217678497,2.4361453089989475,-4.6767099810412915,Corse-du-Sud,Carbini,41.679,9.147,115,722,True,Online,Bank Transfer,Evening,-0.352596152094689,39.46212658863255
Client_13883,18,15637.94313800465,80.72412264403701,2.694407049801523,6.199305108901026,Indre-et-Loire,Le Liège,47.229,1.104,326,123,True,In-store,Credit Card,Evening,5.763981808139746,43.67007781279963
Client_11196,62,22280.89081702726,430.2337838676634,1.5052435258023271,-1.550167305644627,Gard,Saint-Paulet-de-Caisson,44.263,4.596,1858,113,False,In-store,PayPal,Evening,13.37185798744682,24.294609766324847
Client_6514,69,17731.89647453273,223.6253817233047,1.0647947618149651,-0.7601726469251622,Corrèze,Saint-Hilaire-Taurieux,45.085,1.832,100,428,False,Online,Credit Card,Morning,6.04504579468911,17.118219992741263
Client_25307,37,16116.48436273827,475.39831111206644,1.73555941225961,1.2303442604971138,Pyrénées-Atlantiques,Pontiacq-Viellepinte,43.364,-0.052,181,319,True,In-store,PayPal,Morning,5.604306177450131,28.047229156836543
Client_28003,41,6494.95144727443,853.3308636300501,1.476456273330589,2.1942766388210386,Saône-et-Loire,La Genête,46.55,5.044,565,185,False,In-store,Bank Transfer,Morning,9.512176763774256,23.82556873104639
Client_14499,62,31281.733695638362,828.1693582102873,1.451398282711409,-3.0906750603941795,Isère,La Valette,44.941,5.854,62,1290,False,Online,Bank Transfer,Afternoon,8.430054181876233,23.417289897435683
Client_34254,41,54783.75017527942,227.91088154170893,1.211867305615036,-0.48408473656762085,Territoire de Belfort,Argiésans,47.603,6.822,567,364,True,In-store,Bank Transfer,Evening,8.274355807310506,19.51452572816169
Client_24548,56,17234.839586944174,1638.620484811754,1.6379591312110362,2.5662742147505986,Puy-de-Dôme,Espinasse,46.038,2.711,282,696,False,Online,PayPal,Afternoon,12.953716187255635,26.456992752322606
Client_34925,28,14682.480308073675,529.8763662127112,3.062338971195551,4.650651185572402,Guyane,Saint-Georges,3.889,-51.801,4505,83,True,Mobile App,PayPal,Evening,7.984083035416963,49.664924646205264
Client_34942,61,29311.646460178403,1310.6078406726488,7.123309273841255,-3.5778415985234715,La Réunion,Entre-Deux,-21.249,55.47,7105,1080,True,Mobile App,Bank Transfer,Morning,3.2938327353408496,115.83177113000986
Client_28900,42,41756.96464293259,1331.8376161338583,3.2816828934366487,-2.3919395872780145,Savoie,Saint-Baldoph,45.535,5.951,2706,477,True,Online,Credit Card,Afternoon,4.695307976653372,53.23877388628144
Client_3719,58,26312.847140368372,237.1469317052272,3.1239485207311035,0.28905909789043793,Aude,Fontiès-d'Aude,43.187,2.453,554,111,False,In-store,PayPal,Morning,21.97669252136473,50.66875114633983
Client_34976,62,23505.568943028156,163.66422750261867,5.651529256034098,-2.246331418896414,Mayotte,M'Tsangamouji,-12.761,45.084,6432,96,False,Mobile App,Credit Card,Morning,12.462275477043857,91.85153112856666
Client_31807,76,23092.028515214297,718.7311989937184,0.9400219871810477,-1.115838405456163,Tarn,Appelle,43.582,1.953,72,274,True,Online,PayPal,Evening,3.791948066176163,15.085252398966414
Client_11996,77,27666.354561263168,511.3785255354359,2.9849188335080044,-5.829922321061488,Gers,Haget,43.419,0.16,342,203,False,Online,Credit Card,Afternoon,4.654023909155772,48.40349055943306
Client_12410,51,-669.8504909578514,408.7089063686908,0.7990505639708574,-0.36191467556205215,Gironde,Castelnau-de-Médoc,45.026,-0.798,4829,32,True,Online,PayPal,Morning,8.866093306154365,12.788354410799597
